# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
113,K00815.01,CANDIDATE,34.84398644,2.9315,4523.6,1.86832,7.61,88.92,511,16.1,5509,4.482,-0.16,0.871,0.84,285.92001,39.624828,15.684,-0.0012,-0.0001,0.074,0.004,0.074
114,K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,1.06292,5.52,88.02,964,204.39,5973,4.439,0.36,1.085,1.181,294.4899,39.771439,15.67,0.00054,-1E-05,-0.089,0.077,0.117
115,K00817.01,CONFIRMED,23.96793669,3.827,1182.3,3.03325,1.8,89.47,329,2.77,3747,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.00068,-0.00088,-0.23,0.05,0.23
116,K00817.02,CONFIRMED,8.29561738,1.3421,824.3,4.18931,1.82,87.95,469,11.39,3747,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.00013,-0.00096,-0.33,0.5,0.6
117,K00818.01,CONFIRMED,8.11437482,2.2736,1558,3.76716,2.1,88.61,460,10.55,3692,4.753,0.28,0.517,0.553,288.81201,40.033401,15.877,0.00033,0.00054,0.08,-0.018,0.082
118,K00819.01,FALSE POSITIVE,38.036729482,4.34617,82872,6.21385,27.5,89.63,500,14.81,5575,4.521,0.36,0.932,1.051,294.14789,40.055538,15.472,0.033,-0.075,-0.018,0.148,0.149
119,K00820.01,CANDIDATE,4.64090031,35.512,2450.6,0.00218,30.09,19.01,1155,421.08,6463,4.5,-1.66,0.826,0.786,295.11371,40.071171,15.27,-9E-05,0.00051,0.007,-0.098,0.098
120,K00011.01,FALSE POSITIVE,3.747838198,5.0642,616,0.00878,13.65,53.12,1031,266.76,5514,4.569,-0.04,0.826,0.926,291.06152,50.265129,13.496,-0.000787,0.004598,1.1,-11.11,11.17
121,K00117.01,CONFIRMED,14.74914825,6.0995,430.2,0.55575,2.89,89.47,874,137.91,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,2.1E-05,0.000114,0.34,0.24,0.42
122,K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,2.39175,3.38,89.92,639,39.33,5601,4.41,0.08,0.999,0.934,294.77686,40.15374,15.54,0.00016,0.00033,0.1,0.07,0.13
123,K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148,1.13074,10.34,87.3,814,104,5690,4.588,-0.4,0.776,0.852,283.53845,40.217999,15.805,0.0003,-0.0022,-0.015,0.006,0.016
124,K00823.01,CANDIDATE,1.028436523,1.8606,8098,0.43236,72.77,57.3,1947,3400.48,6228,4.428,-0.44,0.99,0.959,296.00699,40.295429,15.202,,,,,
125,K00824.01,CONFIRMED,15.37562369,3.3169,15337,2.43887,11.01,88.73,600,30.54,4986,4.496,0.16,0.833,0.793,283.25354,40.358189,16.422,-0.0008,-0.002,0.008,-0.034,0.035
126,K00825.01,CONFIRMED,8.10363271,3.161,887.9,2.33533,2.11,89.87,687,52.82,4861,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,0.00038,-0.00137,-0.02,0.2,0.2
127,K00825.02,CONFIRMED,4.71510843,2.506,417.5,2.42359,1.46,88.96,823,108.84,4861,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,-0.00026,-0.00036,0.16,-0.13,0.21
128,K00826.01,CONFIRMED,6.365839713,2.9721,780.7,1.41102,2.44,87.92,914,165.33,5776,4.554,-0.18,0.849,0.939,291.14951,40.420521,15.09,-1E-05,-4E-05,-0.025,0.042,0.049
129,K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,0.14724,3.86,81.71,1047,284.25,6108,4.471,-0.08,0.997,1.072,294.22397,40.417858,15.546,9E-05,-0.00104,0.3,1.22,1.25
130,K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,0.01691,26.25,44.81,1261,597.19,5764,4.548,-0.12,0.863,0.959,298.96112,40.862808,15.021,0.07152,-0.01944,-7.286,2.749,7.787
131,K00840.01,CONFIRMED,3.04033046,1.8411,10859,2.31195,8.99,85.95,1021,257.29,5035,4.519,-0.06,0.791,0.754,299.3161,40.82238,15.028,-0.00348,0.00219,0.243,-0.509,0.564
132,K00841.01,CONFIRMED,15.33528675,3.897,3081.4,0.81659,5,87.95,610,32.67,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.00162,0.00184,-0.35,-0.35,0.49
133,K00117.04,CONFIRMED,7.95825328,4.377,50,0.29918,1.06,85.95,1074,314.15,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,-1.2E-05,-1.8E-05,0.75,-0.61,0.96
134,K00841.02,CONFIRMED,31.33046135,5.176,5073.8,0.70448,6.5,88.62,481,12.61,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.00168,0.0026,-0.25,-0.379,0.45
135,K00831.01,FALSE POSITIVE,3.9043425,3.831,16228,0.39988,12.28,84.06,1104,351.05,5810,4.526,-0.06,0.898,0.989,294.05676,40.549679,15.016,0.00292,-0.00299,-0.05,0.123,0.132
136,K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791,2.67897,17.61,89.06,796,95.03,5670,4.523,-0.4,0.821,0.82,294.74396,40.53392,15.365,-0.0022,-0.0112,-0.01,0.06,0.061
137,K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,0.19337,31.44,76.4,1133,388.71,6046,4.539,-0.38,0.869,0.953,295.50439,40.505489,15.446,-0.00017,7E-05,0.171,-0.042,0.176
138,K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,0.41907,7.89,89.98,731,67.65,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,-6E-05,-0.00023,0.007,0.019,0.02
139,K00834.02,CONFIRMED,13.23352214,6.7372,504.6,0.3884,3.06,89.95,888,146.67,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,-0.00023,3E-05,-0.26,-0.13,0.29
140,K00834.03,CONFIRMED,6.15560285,4.9843,285,0.40662,2.32,88.56,1146,406.94,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.00013,-0.0002,-0.19,0.13,0.23
141,K00834.04,CONFIRMED,2.090811305,3.388,115.9,0.1588,1.62,77.03,1642,1718.04,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,0.000137,7.2E-05,-0.03,0.82,0.82
142,K00117.03,CONFIRMED,3.180027898,3.5797,120.3,0.5756,1.53,88.34,1458,1066.86,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,1.1E-05,2E-05,0.12,-0.34,0.36
143,K00834.05,CONFIRMED,50.4467417,7.159,370.3,0.97794,2.67,89.57,568,24.64,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,-0.00014,-0.00014,0.78,0.39,0.88
144,K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,4.37951,2.35,89.91,616,33.99,4959,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,-0.00062,0.00023,0.12,0.028,0.13
145,K00835.02,CONFIRMED,56.2279271,3.57,862.7,4.47051,2.37,89.56,366,4.22,4959,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,-0.00041,-0.00053,-0.5,-0.19,0.53
146,K00836.01,FALSE POSITIVE,2.384052875,3.0918,1268.1,0.03902,17.06,58.76,1010,244.87,4794,4.58,-0.22,0.701,0.683,299.64285,40.691238,15.836,-0.024,0.00931,5.798,-2.604,6.355
147,K00837.01,CONFIRMED,7.953547,2.6312,875.4,3.48717,2.25,89.24,696,55.37,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,0.0003,-9E-05,-0.05,-0.07,0.08
148,K00837.02,CONFIRMED,4.14451656,2.3421,391.8,2.87358,1.48,89.99,864,132.08,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,-1E-05,0,0.17,-0.03,0.17
149,K00838.01,FALSE POSITIVE,4.859386384,2.2757,6044.3,0.4563,38.33,81.27,1114,364.23,6072,4.47,-0.1,0.988,1.05,292.21436,40.759762,15.311,0.00068,-0.00167,-0.138,0.088,0.163
150,K00850.01,CONFIRMED,10.526294577,2.5211,9768,3.85261,8.24,88.69,713,61.16,5386,4.553,-0.2,0.793,0.82,293.87811,41.66177,15.305,-5E-05,0.00075,-0.012,-0.03,0.033
151,K00851.01,CONFIRMED,4.583520948,2.7055,3812.1,2.30111,5.39,89.81,1038,274.98,5815,4.54,-0.12,0.877,0.973,299.18686,41.74268,15.287,-0.00039,-0.00028,-0.03,-0.024,0.039
152,K00852.01,CONFIRMED,3.76181843,3.5176,510.6,0.06927,2.66,75.62,1121,372.62,5653,4.472,0.1,0.949,0.974,283.31638,41.83712,15.257,-0.00022,-0.00025,0.43,0.61,0.74
153,K00853.01,CONFIRMED,8.20396958,2.9667,1024.4,0.65082,3.01,86.43,742,71.5,5015,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,2E-05,-0.0004,-0.085,0.13,0.15
154,K00853.02,CONFIRMED,14.49645186,4.016,647.5,0.0859,3.01,84.34,613,33.48,5015,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,-7E-05,0.00049,0.05,0.23,0.24
155,K00841.03,CANDIDATE,6.54626149,2.75,655.9,1.35056,2.19,87.46,810,101.78,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.00041,0.00019,-0.29,-0.48,0.56
156,K00842.01,CONFIRMED,12.71809866,3.0957,1149.4,2.98907,2.31,89.17,562,23.6,4702,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389,-0.00013,-7E-05,0.02,-0.16,0.16
157,K00842.02,CONFIRMED,36.06588163,4.3246,1563.8,3.78452,2.64,89.77,397,5.88,4702,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389,-0.0002,0.0002,-0.05,-0.08,0.09
158,K00843.01,CONFIRMED,4.190425659,2.8589,2877.4,1.28404,6.21,87.52,1234,547.9,6073,4.392,0.2,1.135,1.163,293.49661,41.137589,15.27,0.00026,0.0017,-0.033,-0.038,0.05
159,K00844.01,CONFIRMED,3.709870784,3.0694,2020.3,1.22579,4.35,89.86,1151,415.1,5727,4.463,0.14,0.978,1.013,283.86441,41.346458,15.581,-0.00025,8E-05,0.019,0.05,0.054
160,K00845.01,CONFIRMED,16.3297527,6.271,1187.5,0.16717,3.75,86.59,727,66.08,5878,4.444,-0.06,0.987,0.989,288.51001,41.301769,15.447,0.00097,0.00019,-0.005,-0.118,0.118
161,K00846.01,CONFIRMED,27.807566216,4.21587,25391,1.98053,13.84,88.96,554,22.24,5862,4.584,-0.52,0.785,0.865,296.88821,41.396091,15.482,-0.0004,-0.0023,0.001,0.011,0.011
162,K00847.01,CONFIRMED,80.8723469,11.195,3604.6,0.37264,7.59,89.4,452,9.88,5510,4.222,0.16,1.238,0.932,287.1543,41.565788,15.201,-0.00023,0.00016,-0.044,-0.042,0.061
163,K00848.01,FALSE POSITIVE,3.166465862,2.9381,4357.2,0.12553,26.82,71.8,954,196.31,4968,4.575,-0.36,0.704,0.68,284.86929,41.679192,15.999,-0.022,-0.0928,1.814,5.154,5.464
164,K00118.01,CONFIRMED,24.99324319,5.9409,269.6,0.42385,2.29,88.37,712,60.88,5718,4.181,0,1.317,0.961,287.36279,38.649601,12.377,-4.7E-05,0.000151,-0.14,0.44,0.46
165,K00849.01,CONFIRMED,10.35533116,3.1775,750.6,2.92779,2.47,89.93,777,86.22,5501,4.462,0.02,0.918,0.891,288.9942,41.633282,15.018,-0.00013,0.00033,-0.04,0.03,0.05
166,K00867.01,CONFIRMED,16.08518937,3.984,1442.4,0.41177,3.68,87.21,613,33.43,5239,4.523,0,0.826,0.83,292.10519,42.380322,15.219,0.00022,-0.00012,-0.01,0.064,0.064
167,K00868.01,CANDIDATE,235.9986399,8.2284,20715,2.14449,10.59,89.76,188,0.29,4245,4.627,0.12,0.657,0.666,293.00797,42.307201,15.172,-0.0041,0,0.051,-0.022,0.056
168,K00869.01,CONFIRMED,7.49018305,2.7297,1123.6,3.3941,2.56,89.95,753,76.06,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,-8E-05,0.00026,0.05,-0.113,0.13
169,K00869.02,CONFIRMED,36.2761238,4.7865,1572.6,3.09103,3.03,89.97,445,9.29,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,0.00082,6E-05,-0.2,0.17,0.26
170,K00869.03,CONFIRMED,17.46087931,2.2641,812.4,7.45729,2.32,89.31,568,24.6,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,-4E-05,0.00093,-0.08,0.08,0.11
171,K00854.01,CONFIRMED,56.0560754,4.685,1626,5.11354,1.94,89.99,233,0.69,3593,4.757,0.26,0.491,0.503,289.50848,41.812119,15.849,0.00077,0.00092,0.1,-0.33,0.35
172,K00855.01,CONFIRMED,41.408316686,5.0264,22839,3.42177,11.38,89.68,453,9.93,5522,4.586,-0.46,0.747,0.786,291.76041,41.944069,15.196,0.0092,-0.0027,-0.027,0.006,0.028
173,K00856.01,CANDIDATE,39.74893077,7.3051,15179,0.31474,14.21,88.3,552,21.87,6122,4.487,-0.18,0.964,1.041,293.17929,41.969238,15.344,-0.0049,0.0017,0.119,-0.07,0.138
174,K00857.01,CONFIRMED,5.715425977,2.5242,908.1,2.71439,2.47,88.81,850,123.03,5237,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086,9E-05,-0.00014,0.014,-0.08,0.08
175,K00119.01,CONFIRMED,49.18394185,11.3364,1646.2,0.31666,8.2,89.94,669,47.4,5626,3.907,0.36,2.057,1.247,294.55917,46.062328,12.654,0.000243,-0.00188,0,-0.01,0.01
176,K00857.02,CONFIRMED,20.0261412,1.611,421.2,2.00738,2.28,88.43,559,23.14,5237,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086,4E-05,0.0005,0.3,0.3,0.41
177,K00858.01,CANDIDATE,13.61014819,2.594,5732.9,0.84633,19.02,86.94,733,68.29,5697,4.46,-0.26,0.903,0.857,289.89777,42.009151,15.06,-0.00066,0.00021,0.056,-0.045,0.072
178,K00859.01,FALSE POSITIVE,10.44331991,2.743,1159.8,4.32663,2.66,89.55,667,46.94,4947,4.516,0.08,0.802,0.769,286.24356,42.148811,15.546,-0.03841,0.1079,3.665,-8.533,9.287
179,K00861.01,CONFIRMED,2.237489571,1.8119,315.8,3.26761,1.41,89.23,1160,427.17,5265,4.58,0.14,0.81,0.91,290.00757,42.116459,15.001,-0.0001,0.00018,0.03,0.2,0.2
180,K00862.01,FALSE POSITIVE,5.851520671,3.11058,33004,2.48066,14.62,89.27,901,155.89,5532,4.53,-0.34,0.806,0.804,284.08731,42.233231,15.33,-0.0003,0.0006,0.023,-0.015,0.027
181,K00863.01,CONFIRMED,3.167893418,2.1814,781.2,2.78453,2.62,89.87,1221,526.23,5895,4.503,-0.02,0.94,1.026,293.81647,42.212502,15.533,-9E-05,5E-05,-0.003,-0.07,0.07
182,K00864.01,CONFIRMED,4.311780262,2.7251,1154,1.86883,3.11,89.08,1038,274.84,5527,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604,-0.00013,-0.00085,0.18,0.214,0.28
183,K00864.02,CONFIRMED,20.0504494,4.556,840.9,1.54536,2.69,89.31,622,35.44,5527,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604,-0.00033,-0.00084,0.25,0,0.25
184,K00864.03,CONFIRMED,9.76734503,1.6585,569.1,2.17446,2.67,87.68,791,92.46,5527,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604,-5E-05,-0.00045,0.22,0.32,0.39
185,K00865.01,CANDIDATE,119.0207044,8.1405,7430.5,2.31024,8.98,89.96,366,4.25,5453,4.342,0.16,1.062,0.904,291.58377,42.36816,15.085,0.0043,-0.0041,-1.52,1.7,2.28
186,K00119.02,CONFIRMED,190.3200468,15.284,1141.7,0.11866,7.78,89.24,426,7.8,5626,3.907,0.36,2.057,1.247,294.55917,46.062328,12.654,0.00029,-0.001,0.39,-0.24,0.46
187,K00866.01,FALSE POSITIVE,2.861159894,1.8832,1014.3,0.22208,4.37,77.84,1355,797.1,6126,4.458,-0.04,1.021,1.09,291.67172,42.343109,15.618,-6E-05,0.00649,-0.084,-4.161,4.162
188,K00880.01,CONFIRMED,26.44439337,3.9783,1843.5,3.96328,3.91,89.97,562,23.54,5427,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158,0.00066,0.00036,-0.07,-0.053,0.09
189,K00880.02,CONFIRMED,51.53997972,6.3994,3644.3,1.85679,5.51,89.84,450,9.67,5427,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158,0.00063,0.0008,-0.078,-0.012,0.079
190,K00880.03,CONFIRMED,5.902245782,2.9003,702.3,2.05923,2.43,89.23,926,173.74,5427,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158,0.00032,0.00025,0.02,0,0.02
191,K00880.04,CONFIRMED,2.382951591,1.8876,391.6,2.19197,1.86,86.85,1253,583.01,5427,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158,0.00029,-0.0001,-0.52,0.03,0.52
192,K00881.01,CONFIRMED,21.02250608,4.1072,1772.5,2.85327,3.07,89.95,521,17.48,5067,4.585,-0.08,0.75,0.789,294.90973,42.935261,15.859,-0.0009,-2E-05,-0.153,0.21,0.26
193,K00869.04,CONFIRMED,3.219814777,2.0642,488.2,3.26825,1.69,89.72,998,234.93,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,-4E-05,-1E-05,-0.14,-0.41,0.43
194,K00870.01,CONFIRMED,5.912273234,2.3254,961.4,4.13623,1.73,89.51,585,27.72,4072,4.696,-0.18,0.57,0.586,292.13702,42.42942,15.036,-1E-05,,0.066,0.09,0.113
195,K00870.02,CONFIRMED,8.98581901,2.8606,881.3,3.50489,1.65,89.98,509,15.9,4072,4.696,-0.18,0.57,0.586,292.13702,42.42942,15.036,-3E-05,,-0.092,-0.02,0.095
196,K00871.01,CANDIDATE,12.940668656,2.4845,42450,4.93266,22.94,88.54,723,64.64,5875,4.572,-0.42,0.809,0.895,291.11969,42.507069,15.215,-0.0016,0.0021,-0.002,-0.009,0.009
197,K00120.01,FALSE POSITIVE,20.5452375,2.517,218.5,0.52476,2.41,87.6,742,71.57,5670,4.206,0,1.264,0.937,294.40192,50.172089,12.003,0.000204,-0.000115,-0.27,0.45,0.53
198,K00872.01,CONFIRMED,33.60123371,4.4056,7425.9,2.04292,8.46,89.23,495,14.22,5149,4.447,0.42,0.93,0.882,289.26874,42.604172,15.262,0.00022,0.0003,0.007,-0.013,0.015
199,K00872.02,CONFIRMED,6.76652928,2.9004,450.7,1.85399,1.97,88.51,845,120.48,5149,4.447,0.42,0.93,0.882,289.26874,42.604172,15.262,-2E-05,-4E-05,0.16,-0.1,0.19
200,K00873.01,CONFIRMED,4.347288783,2.1024,451.6,4.18264,2.36,89.91,1174,449.79,5754,4.345,0.16,1.122,1.014,291.96417,42.69614,15.024,-0.00014,-0.00012,0.22,0.38,0.44
201,K00874.01,CONFIRMED,4.601811819,2.2607,755.9,2.109,2.35,87.56,896,152.91,4986,4.496,0.16,0.833,0.793,296.48343,42.663429,15.024,1E-05,,0.029,0.059,0.066
202,K00874.02,CONFIRMED,11.18719905,3.252,353.6,2.28406,1.55,89.1,667,46.65,4986,4.496,0.16,0.833,0.793,296.48343,42.663429,15.024,-2E-05,,-0.16,-0.22,0.27
203,K00875.01,CANDIDATE,4.220965778,3.0854,2260,0.5702,2.62,85.03,595,29.68,3837,4.747,-0.06,0.517,0.544,296.69394,42.62611,15.692,0.00021,-0.00058,-0.028,0.078,0.083
204,K00876.01,FALSE POSITIVE,6.998099523,2.0488,20285,22.19119,588.66,79,853,125.22,5612,4.566,-0.12,0.829,0.926,287.88412,42.832439,15.877,-0.0001,-0.004,-0.019,0.048,0.051
205,K00877.01,CONFIRMED,5.95489993,2.3892,1410.7,3.48052,2.33,89,635,38.52,4261,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019,-0.00016,0.00014,0.049,-0.04,0.066
206,K00877.02,CONFIRMED,12.03987488,2.7363,1250.6,4.82896,2.18,89.51,502,15.06,4261,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019,0.00044,-9E-05,0.01,0,0.01
207,K00877.03,CONFIRMED,20.83762895,2.3734,439,5.25789,1.42,89.18,418,7.24,4261,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019,-0.00057,0.00029,0.58,-0.24,0.63
208,K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,0.00762,63.66,67.15,1399,904.92,6200,3.8,-0.12,2.404,1.333,294.46088,38.383461,12.759,-9.5E-05,0.001113,0.415,-2.884,2.914
209,K00878.01,CONFIRMED,23.58917143,5.073,1200.7,0.16337,3.16,86.86,487,13.34,4919,4.566,-0.24,0.721,0.697,297.46002,42.83992,15.316,0.00017,-4E-05,0.04,-0.11,0.12
210,K00123.01,CONFIRMED,6.481633073,3.784,298.5,0.20633,2.54,83.8,1145,406.25,5945,4.213,-0.08,1.302,1.009,290.39273,40.28487,12.365,2.9E-05,-4.3E-05,-0.133,-0.02,0.13
211,K00892.01,CONFIRMED,10.37168928,3.035,1254.9,2.15323,3.2,88.66,720,63.68,5121,4.457,0.18,0.888,0.822,290.39322,43.363899,15.193,-0.00025,-0.00045,-0.025,0.127,0.129
212,K00892.02,CANDIDATE,3.96996298,1.1757,299.2,4.07984,1.78,86.81,992,229.37,5121,4.457,0.18,0.888,0.822,290.39322,43.363899,15.193,-0.00028,-0.00016,0.08,0.05,0.1
213,K00893.01,CONFIRMED,4.40841331,5.012,549.4,0.03994,2.66,74.9,1139,398,6007,4.457,-0.24,0.961,0.968,292.96555,43.34639,15.662,-0.00023,-6E-05,-0.147,0.11,0.18
214,K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,0.02282,4.68,77.16,878,140.57,5811,4.521,0.07,0.926,1.036,299.00143,43.399632,15.26,0.02907,0.003,,,
215,K00881.02,CONFIRMED,226.8904775,7.558,3136.4,1.95932,4.53,89.76,236,0.73,5067,4.585,-0.08,0.75,0.789,294.90973,42.935261,15.859,-0.0006,-0.0001,-0.18,0.284,0.34
216,K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905,0.72779,21.58,78.08,1109,357.16,5209,4.657,-1.24,0.603,0.602,295.83536,42.943062,15.533,-0.0006,0.0002,0.007,-0.007,0.01
217,K00883.01,CANDIDATE,2.688899233,2.11275,37492,3.89722,12.04,90,929,175.76,4820,4.667,-0.4,0.639,0.699,296.68307,42.967869,15.766,0.0296,0.0273,-1.13,-1.08,1.56
218,K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,3.76657,4.16,89.89,686,52.32,5097,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067,0.00013,0.00028,-0.001,-0.007,0.007
219,K00122.01,CONFIRMED,11.523067458,3.8757,507.3,1.77474,3.13,90,927,174.81,5644,4.162,0.3,1.411,1.053,284.48245,44.398041,12.346,-1.2E-05,6.3E-05,0.07,-0.019,0.07
220,K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,5.64738,2.92,89.43,530,18.65,5097,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067,-0.00022,0.00026,0.07,-0.01,0.07
221,K00884.03,CONFIRMED,3.336123113,1.9616,516.3,3.61764,1.74,88.88,970,209.79,5097,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067,-0.00012,-0.00011,-0.08,-0.06,0.1
222,K00886.01,CONFIRMED,8.01078456,2.312,1333.6,5.73059,1.72,89.59,453,9.9,3713,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847,-8E-05,0.00018,-0.17,0,0.17
223,K00886.02,CONFIRMED,12.07134205,4.3224,759.2,1.35939,1.29,89.96,395,5.74,3713,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847,0.00032,-0.00031,-0.16,-0.19,0.25
224,K00886.03,CONFIRMED,20.99587872,2.6333,767.3,9.69398,1.3,89.79,328,2.74,3713,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847,-0.00053,-0.00012,0.28,-0.02,0.28
225,K00887.01,CONFIRMED,7.41113177,2.5242,620.5,1.56072,2.45,87.54,905,158.11,5849,4.517,-0.02,0.919,1.014,295.65149,43.029831,15.031,0.00033,-0.00036,0.04,0.18,0.18
226,K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,1.32454,4.14,77.28,1620,1635.2,5472,4.499,-0.54,0.79,0.718,297.97513,43.164909,15.419,-0.00042,0.00021,0.175,-0.028,0.177
227,K00889.01,CONFIRMED,8.884922995,2.07004,16053,11.62061,10.51,89.89,770,83.21,5332,4.5,-0.08,0.843,0.821,291.1376,36.577381,15.264,-0.0013,-0.004,0.005,0.071,0.071
228,K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,1.14941,8.95,89.93,986,223.19,6214,4.442,0.07,1.076,1.169,282.69952,43.272739,15.261,0.00107,0.00177,-0.009,-0.063,0.064
229,K00891.01,CONFIRMED,10.00653012,5.344,936.1,0.1029,3.52,83.94,876,139.21,6063,4.47,-0.02,1.001,1.079,283.63077,43.379398,15.063,0.0002,0.00014,-0.035,0.099,0.105
230,K00012.01,CONFIRMED,17.855221681,7.41287,9065.2,0.47367,13.16,89.79,911,163.04,6823,4.308,0.07,1.367,1.386,297.45374,41.01099,11.353,0.00048,-0.00097,-0.03,0.05,0.06
231,K00901.01,CANDIDATE,12.732624065,2.2083,6465.7,3.68779,4.87,88.53,432,8.22,3950,4.721,-0.14,0.541,0.563,285.16748,43.876339,15.75,0.00059,-0.0002,-0.019,-0.007,0.02
232,K00902.01,CANDIDATE,83.92494032,6.7904,7958.7,1.45972,4.78,89.54,226,0.62,3960,4.746,-0.36,0.509,0.526,287.85239,43.897991,15.754,0.004,0.0002,-0.094,-0.02,0.096
233,K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,0.59565,6.96,87.87,998,234.28,5865,4.563,-0.34,0.827,0.914,295.53613,43.884449,15.813,0.00497,0.0019,-0.344,0.06,0.349
